opportunity_code;company_code;contact_code;description;amount_eur;legacy_status;opened_on;expected_close_on;historical_campaign_code;fair_edition_code;stand_area_sqm;client_budget_eur;requested_height_m;brief_notes
OP006391;CO000330;CO000330-P01;Exhibition stand with lockable storage;11200,00; lost ;29/11/2023;26/05/2024;CMP-2024-WEB;BEAUTY-2024;32,00;11200,00;3,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006392;CO008249;;Modular stand with new graphics;22400,00; lost ;02/06/2024;04/10/2024;;PACK-2024;64,00;20160,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006393;CO006168;CO006168-P01;Exhibition stand with lockable storage;40800,00;Lost;12/03/2024;01/10/2024;CMP-2026-OUT;LIVING-2024;96,00;36720,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006394;CO004087;CO004087-P01;Corner stand with demonstration counter;192000,00;Won;09/05/2024;16/11/2024;CMP-2026-OUT;FOOD-2024;240,00;192000,00;3,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006395;CO002006;CO002006-P03;Custom stand for product launch;192000,00;WON;09/01/2025;30/05/2025;;BEAUTY-2025;240,00;192000,00;3,50;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006396;CO009925;CO009925-P01;Stand refurbishment and installation;120000,00; lost ;19/04/2025;01/09/2025;CMP-2024-WEB;PACK-2025;240,00;;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006397;CO007844;CO007844-P02;Reuse of last edition's stand;16000,00; lost ;20/06/2025;23/09/2025;CMP-2024-WEB;LIVING-2025;32,00;14400,00;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006398;CO005763;CO005763-P01;Reuse of last edition's stand;20800,00;Lost;04/08/2025;15/10/2025;CMP-2026-OUT;FOOD-2025;32,00;18720,00;3,50;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006399;CO003682;CO003682-P02;Two-brand stand with shared reception;38400,00;WON;28/10/2025;09/05/2026;CMP-2025-REF;BEAUTY-2026;48,00;42240,00;3,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006400;CO001601;CO001601-P02;Two-brand stand with shared reception;48000,00; lost ;15/04/2026;27/08/2026;CMP-2025-REF;PACK-2026;96,00;48000,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006401;CO009520;CO009520-P02;Exhibition stand with lockable storage;48000,00;WON;26/03/2026;06/10/2026;;LIVING-2026;;43200,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006402;CO007439;CO007439-P01;Modular stand with new graphics;24000,00; open ;03/04/2026;27/10/2026;CMP-2025-REF;FOOD-2026;48,00;26400,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006403;CO005358;CO005358-P01;Two-brand stand with shared reception;56000,00;Open;09/03/2026;05/06/2027;;BEAUTY-2027;160,00;56000,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006404;CO003277;CO003277-P01;Two-brand stand with shared reception;56000,00;Lost;26/03/2026;04/09/2027;CMP-2025-EVENT;PACK-2027;160,00;61600,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006405;CO001196;CO001196-P01;Corner stand with demonstration counter;102000,00;WON;02/08/2026;16/09/2027;CMP-2025-REF;LIVING-2027;240,00;112200,00;3,50;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006406;CO009115;CO009115-P01;Exhibition stand with lockable storage;84000,00;Won;12/03/2026;27/10/2027;;FOOD-2027;240,00;75600,00;3,50;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006407;CO007034;CO007034-P03;Island stand for distributor meetings;64000,00; lost ;11/03/2024;04/06/2024;;BEAUTY-2024;80,00;70400,00;;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006408;CO004953;CO004953-P01;Modular stand with new graphics;128000,00;Lost;23/05/2024;20/09/2024;CMP-2025-EVENT;PACK-2024;160,00;115200,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006409;CO002872;;Exhibition stand with lockable storage;68000,00;WON;22/04/2024;;CMP-2025-EVENT;LIVING-2024;160,00;61200,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006410;CO000791;CO000791-P03;Island stand for distributor meetings;22400,00;Won;01/04/2024;05/11/2024;CMP-2026-OUT;FOOD-2024;64,00;22400,00;3,50;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006411;CO008710;CO008710-P02;Custom stand for product launch;78000,00;Won;20/02/2025;14/05/2025;;BEAUTY-2025;120,00;70200,00;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006412;CO006629;CO006629-P02;Corner stand with demonstration counter;13600,00;Lost;05/04/2025;25/08/2025;CMP-2025-EVENT;PACK-2025;32,00;13600,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006413;CO004548;CO004548-P01;Modular stand with new graphics;27200,00;WON;19/07/2025;19/10/2025;CMP-2025-REF;LIVING-2025;64,00;27200,00;3,50;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006414;CO002467;CO002467-P01;Reuse of last edition's stand;38400,00;WON;17/05/2025;16/10/2025;CMP-2024-WEB;FOOD-2025;48,00;38400,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006415;CO000386;CO000386-P02;Island stand for distributor meetings;68000,00;Won;07/10/2025;05/05/2026;CMP-2026-OUT;BEAUTY-2026;160,00;74800,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006416;CO008305;CO008305-P01;Exhibition stand with lockable storage;22400,00;Lost;03/06/2026;06/09/2026;CMP-2025-REF;PACK-2026;64,00;22400,00;3,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006417;CO006224;CO006224-P01;Custom stand for product launch;64000,00;Open;02/06/2026;14/10/2026;CMP-2025-EVENT;LIVING-2026;80,00;57600,00;3,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006418;CO004143;CO004143-P01;Island stand for distributor meetings;56000,00;Proposal;24/04/2026;26/10/2026;CMP-2024-WEB;FOOD-2026;160,00;61600,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006419;CO002062;CO002062-P02;Exhibition stand with lockable storage;120000,00; qualified ;29/03/2026;02/05/2027;CMP-2024-WEB;BEAUTY-2027;240,00;108000,00;4,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006420;CO009981;CO009981-P01;Reuse of last edition's stand;8400,00;WON;26/06/2026;20/09/2027;CMP-2026-OUT;PACK-2027;24,00;8400,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006421;CO007900;CO007900-P02;Modular stand with new graphics;40800,00;Won;24/06/2026;14/09/2027;CMP-2025-EVENT;LIVING-2027;96,00;44880,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006422;CO005819;CO005819-P03;Corner stand with demonstration counter;42000,00;QUALIFIED;26/04/2026;03/11/2027;;FOOD-2027;120,00;42000,00;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006423;CO003738;CO003738-P01;Custom stand for product launch;52000,00;Lost;01/12/2023;05/06/2024;;BEAUTY-2024;80,00;52000,00;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006424;CO001657;CO001657-P01;Reuse of last edition's stand;120000,00; lost ;16/04/2024;31/08/2024;CMP-2025-EVENT;PACK-2024;240,00;108000,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006425;CO009576;CO009576-P01;Stand refurbishment and installation;48000,00;Won;09/06/2024;25/10/2024;CMP-2025-REF;LIVING-2024;96,00;48000,00;4,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006426;CO007495;;Reuse of last edition's stand;42000,00; lost ;09/04/2024;09/10/2024;CMP-2025-EVENT;FOOD-2024;120,00;46200,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006427;CO005414;CO005414-P02;Stand refurbishment and installation;40000,00;WON;16/12/2024;30/05/2025;CMP-2024-WEB;BEAUTY-2025;80,00;36000,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006428;CO003333;CO003333-P01;Island stand for distributor meetings;192000,00;Won;07/06/2025;29/08/2025;CMP-2026-OUT;PACK-2025;240,00;211200,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006429;CO001252;CO001252-P02;Island stand for distributor meetings;68000,00;Won;14/07/2025;26/10/2025;;LIVING-2025;160,00;61200,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006430;CO009171;CO009171-P01;Two-brand stand with shared reception;8400,00;Lost;12/04/2025;17/11/2025;CMP-2026-OUT;FOOD-2025;24,00;9240,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006431;CO007090;CO007090-P02;Two-brand stand with shared reception;68000,00;WON;07/12/2025;30/05/2026;CMP-2024-WEB;BEAUTY-2026;160,00;68000,00;3,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006432;CO005009;CO005009-P01;Exhibition stand with lockable storage;102000,00; qualified ;17/07/2026;11/09/2026;CMP-2024-WEB;PACK-2026;240,00;112200,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006433;CO002928;CO002928-P01;Two-brand stand with shared reception;120000,00; proposal ;06/03/2026;28/09/2026;CMP-2024-WEB;LIVING-2026;240,00;108000,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006434;CO000847;CO000847-P01;Modular stand with new graphics;8400,00;Proposal;28/02/2026;31/10/2026;CMP-2026-OUT;FOOD-2026;24,00;8400,00;3,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006435;CO008766;CO008766-P01;Custom stand for product launch;19200,00; open ;09/03/2026;02/06/2027;CMP-2025-REF;BEAUTY-2027;24,00;21120,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006436;CO006685;CO006685-P01;Corner stand with demonstration counter;27200,00;Qualified;06/03/2026;02/09/2027;CMP-2024-WEB;PACK-2027;64,00;29920,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006437;CO004604;CO004604-P03;Modular stand with new graphics;19200,00;QUALIFIED;05/06/2026;01/10/2027;;LIVING-2027;24,00;;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006438;CO002523;CO002523-P01;Exhibition stand with lockable storage;28000,00; qualified ;01/07/2026;;CMP-2026-OUT;FOOD-2027;;25200,00;3,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006439;CO000442;CO000442-P02;Stand refurbishment and installation;64000,00;WON;07/03/2024;28/04/2024;CMP-2025-EVENT;BEAUTY-2024;80,00;70400,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006440;CO008361;CO008361-P01;Modular stand with new graphics;19200,00;Won;23/04/2024;16/09/2024;CMP-2025-EVENT;PACK-2024;24,00;21120,00;3,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006441;CO006280;CO006280-P02;Corner stand with demonstration counter;25600,00;Lost;04/06/2024;15/09/2024;CMP-2026-OUT;LIVING-2024;32,00;28160,00;3,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006442;CO004199;CO004199-P02;Stand refurbishment and installation;31200,00;Lost;31/07/2024;19/11/2024;CMP-2026-OUT;FOOD-2024;48,00;28080,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006443;CO002118;;Exhibition stand with lockable storage;22400,00;Won;08/01/2025;01/06/2025;CMP-2025-EVENT;BEAUTY-2025;64,00;24640,00;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006444;CO000037;CO000037-P01;Island stand for distributor meetings;62400,00;WON;10/07/2025;06/09/2025;;PACK-2025;96,00;68640,00;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006445;CO007956;CO007956-P01;Two-brand stand with shared reception;68000,00;Won;07/03/2025;29/09/2025;;LIVING-2025;160,00;68000,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006446;CO005875;CO005875-P01;Exhibition stand with lockable storage;32000,00;Lost;05/07/2025;14/11/2025;CMP-2024-WEB;FOOD-2025;64,00;32000,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006447;CO003794;CO003794-P01;Modular stand with new graphics;24000,00; lost ;28/11/2025;28/05/2026;CMP-2025-EVENT;BEAUTY-2026;48,00;24000,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006448;CO001713;CO001713-P01;Exhibition stand with lockable storage;96000,00;Open;05/05/2026;26/09/2026;CMP-2025-REF;PACK-2026;120,00;96000,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006449;CO009632;CO009632-P03;Two-brand stand with shared reception;64000,00; lost ;23/06/2026;28/09/2026;CMP-2026-OUT;LIVING-2026;80,00;70400,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006450;CO007551;CO007551-P01;Two-brand stand with shared reception;19200,00;Proposal;11/05/2026;05/11/2026;CMP-2025-EVENT;FOOD-2026;24,00;19200,00;;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006451;CO005470;CO005470-P02;Modular stand with new graphics;128000,00;Won;14/03/2026;18/05/2027;CMP-2025-EVENT;BEAUTY-2027;160,00;115200,00;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006452;CO003389;CO003389-P03;Exhibition stand with lockable storage;68000,00; proposal ;10/05/2026;21/08/2027;CMP-2025-REF;PACK-2027;160,00;68000,00;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006453;CO001308;CO001308-P01;Island stand for distributor meetings;51000,00;Lost;14/04/2026;01/10/2027;CMP-2025-REF;LIVING-2027;120,00;51000,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006454;CO009227;CO009227-P02;Two-brand stand with shared reception;15600,00;OPEN;12/07/2026;21/10/2027;CMP-2026-OUT;FOOD-2027;24,00;14040,00;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006455;CO007146;CO007146-P01;Corner stand with demonstration counter;104000,00;Won;05/10/2023;25/05/2024;;BEAUTY-2024;160,00;93600,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006456;CO005065;CO005065-P01;Stand refurbishment and installation;25600,00;WON;16/07/2024;31/08/2024;;PACK-2024;32,00;25600,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006457;CO002984;CO002984-P02;Corner stand with demonstration counter;60000,00;Won;12/03/2024;14/09/2024;CMP-2025-REF;LIVING-2024;120,00;66000,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006458;CO000903;CO000903-P01;Corner stand with demonstration counter;120000,00;Lost;02/05/2024;02/11/2024;CMP-2025-REF;FOOD-2024;240,00;120000,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006459;CO008822;CO008822-P01;Reuse of last edition's stand;68000,00;Won;03/03/2025;09/05/2025;CMP-2025-EVENT;BEAUTY-2025;160,00;74800,00;4,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006460;CO006741;;Exhibition stand with lockable storage;34000,00;Won;05/04/2025;10/09/2025;CMP-2026-OUT;PACK-2025;80,00;30600,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006461;CO004660;CO004660-P02;Two-brand stand with shared reception;51000,00;WON;16/02/2025;30/09/2025;;LIVING-2025;120,00;56100,00;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006462;CO002579;CO002579-P01;Exhibition stand with lockable storage;60000,00; lost ;15/05/2025;28/10/2025;CMP-2026-OUT;FOOD-2025;120,00;54000,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006463;CO000498;CO000498-P01;Modular stand with new graphics;11200,00;Won;17/02/2026;21/05/2026;CMP-2024-WEB;BEAUTY-2026;32,00;11200,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006464;CO008417;CO008417-P03;Exhibition stand with lockable storage;192000,00;QUALIFIED;15/05/2026;02/10/2026;CMP-2025-REF;PACK-2026;240,00;211200,00;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006465;CO006336;CO006336-P01;Modular stand with new graphics;192000,00;Won;11/07/2026;07/10/2026;CMP-2025-EVENT;LIVING-2026;240,00;211200,00;3,50;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006466;CO004255;CO004255-P01;Exhibition stand with lockable storage;104000,00;Qualified;15/03/2026;31/10/2026;CMP-2025-EVENT;FOOD-2026;160,00;93600,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006467;CO002174;CO002174-P03;Stand refurbishment and installation;20400,00;QUALIFIED;20/08/2026;;;BEAUTY-2027;48,00;20400,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006468;CO000093;CO000093-P01;Reuse of last edition's stand;41600,00; proposal ;27/02/2026;23/09/2027;CMP-2026-OUT;PACK-2027;64,00;41600,00;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006469;CO008012;CO008012-P02;Corner stand with demonstration counter;68000,00;QUALIFIED;02/07/2026;21/10/2027;CMP-2025-REF;LIVING-2027;160,00;61200,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006470;CO005931;CO005931-P01;Two-brand stand with shared reception;16800,00;Proposal;08/07/2026;20/10/2027;;FOOD-2027;48,00;16800,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006471;CO003850;CO003850-P02;Two-brand stand with shared reception;16800,00;Lost;11/02/2024;23/05/2024;CMP-2025-EVENT;BEAUTY-2024;48,00;18480,00;3,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006472;CO001769;CO001769-P02;Stand refurbishment and installation;33600,00; lost ;08/03/2024;05/10/2024;CMP-2025-EVENT;PACK-2024;96,00;33600,00;3,50;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006473;CO009688;CO009688-P02;Stand refurbishment and installation;24000,00;WON;24/06/2024;19/10/2024;CMP-2024-WEB;LIVING-2024;48,00;21600,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006474;CO007607;CO007607-P01;Two-brand stand with shared reception;84000,00;Won;22/04/2024;28/10/2024;CMP-2026-OUT;FOOD-2024;240,00;84000,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006475;CO005526;CO005526-P01;Reuse of last edition's stand;32000,00;WON;31/10/2024;02/05/2025;CMP-2026-OUT;BEAUTY-2025;;32000,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006476;CO003445;CO003445-P01;Island stand for distributor meetings;80000,00;Lost;20/06/2025;04/09/2025;CMP-2025-REF;PACK-2025;160,00;88000,00;3,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006477;CO001364;;Reuse of last edition's stand;28000,00;Lost;05/07/2025;04/10/2025;CMP-2025-EVENT;LIVING-2025;80,00;30800,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006478;CO009283;CO009283-P01;Stand refurbishment and installation;16000,00;Lost;07/06/2025;13/11/2025;CMP-2025-REF;FOOD-2025;32,00;;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006479;CO007202;CO007202-P03;Exhibition stand with lockable storage;48000,00;Lost;09/12/2025;01/05/2026;CMP-2024-WEB;BEAUTY-2026;96,00;48000,00;3,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006480;CO005121;CO005121-P01;Custom stand for product launch;19200,00;OPEN;16/07/2026;24/09/2026;CMP-2025-EVENT;PACK-2026;24,00;17280,00;4,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006481;CO003040;CO003040-P02;Stand refurbishment and installation;104000,00; lost ;27/02/2026;15/09/2026;CMP-2025-EVENT;LIVING-2026;160,00;114400,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006482;CO000959;CO000959-P03;Modular stand with new graphics;62400,00; open ;17/05/2026;03/11/2026;CMP-2025-REF;FOOD-2026;96,00;62400,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006483;CO008878;CO008878-P02;Custom stand for product launch;60000,00;WON;25/07/2026;19/05/2027;CMP-2025-REF;BEAUTY-2027;120,00;60000,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006484;CO006797;CO006797-P02;Reuse of last edition's stand;78000,00; qualified ;07/05/2026;13/09/2027;;PACK-2027;120,00;85800,00;3,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006485;CO004716;CO004716-P01;Two-brand stand with shared reception;13600,00;Qualified;22/04/2026;22/09/2027;CMP-2025-EVENT;LIVING-2027;32,00;13600,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006486;CO002635;CO002635-P01;Custom stand for product launch;42000,00;Proposal;02/06/2026;01/11/2027;CMP-2025-REF;FOOD-2027;120,00;37800,00;3,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006487;CO000554;CO000554-P02;Two-brand stand with shared reception;28000,00;Lost;02/01/2024;01/05/2024;CMP-2024-WEB;BEAUTY-2024;80,00;25200,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006488;CO008473;CO008473-P01;Reuse of last edition's stand;96000,00;WON;19/03/2024;23/09/2024;;PACK-2024;120,00;86400,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006489;CO006392;CO006392-P01;Corner stand with demonstration counter;48000,00;Lost;17/03/2024;07/10/2024;CMP-2024-WEB;LIVING-2024;96,00;48000,00;3,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006490;CO004311;CO004311-P01;Corner stand with demonstration counter;128000,00; lost ;31/05/2024;22/10/2024;CMP-2026-OUT;FOOD-2024;160,00;128000,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006491;CO002230;CO002230-P02;Corner stand with demonstration counter;31200,00;WON;13/12/2024;14/05/2025;CMP-2025-EVENT;BEAUTY-2025;48,00;28080,00;3,50;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006492;CO000149;CO000149-P01;Two-brand stand with shared reception;40000,00;Lost;16/02/2025;29/08/2025;CMP-2025-REF;PACK-2025;80,00;36000,00;3,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006493;CO008068;CO008068-P02;Island stand for distributor meetings;52000,00;Lost;11/03/2025;26/10/2025;CMP-2024-WEB;LIVING-2025;80,00;46800,00;;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006494;CO005987;;Two-brand stand with shared reception;22400,00;Lost;29/03/2025;21/10/2025;CMP-2024-WEB;FOOD-2025;64,00;20160,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006495;CO003906;CO003906-P01;Two-brand stand with shared reception;20800,00; lost ;03/02/2026;28/05/2026;CMP-2026-OUT;BEAUTY-2026;32,00;22880,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006496;CO001825;CO001825-P01;Modular stand with new graphics;104000,00; proposal ;21/06/2026;;CMP-2024-WEB;PACK-2026;160,00;93600,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006497;CO009744;CO009744-P01;Modular stand with new graphics;25600,00;Lost;14/04/2026;19/10/2026;CMP-2024-WEB;LIVING-2026;32,00;28160,00;3,50;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006498;CO007663;CO007663-P01;Two-brand stand with shared reception;80000,00;Qualified;05/07/2026;30/10/2026;CMP-2024-WEB;FOOD-2026;160,00;88000,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006499;CO005582;CO005582-P02;Stand refurbishment and installation;22400,00; open ;17/07/2026;19/05/2027;CMP-2024-WEB;BEAUTY-2027;64,00;20160,00;3,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006500;CO003501;CO003501-P01;Two-brand stand with shared reception;27200,00;WON;22/04/2026;01/10/2027;CMP-2025-REF;PACK-2027;64,00;29920,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006501;CO001420;CO001420-P02;Reuse of last edition's stand;11200,00;QUALIFIED;19/04/2026;19/10/2027;CMP-2025-EVENT;LIVING-2027;32,00;10080,00;3,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006502;CO009339;CO009339-P01;Island stand for distributor meetings;64000,00;Qualified;07/07/2026;21/11/2027;CMP-2025-EVENT;FOOD-2027;80,00;64000,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006503;CO007258;CO007258-P02;Exhibition stand with lockable storage;42000,00;Lost;09/11/2023;28/04/2024;;BEAUTY-2024;120,00;42000,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006504;CO005177;CO005177-P01;Two-brand stand with shared reception;11200,00;Lost;02/06/2024;24/08/2024;CMP-2025-REF;PACK-2024;32,00;10080,00;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006505;CO003096;CO003096-P01;Island stand for distributor meetings;12000,00; lost ;26/06/2024;17/10/2024;CMP-2025-REF;LIVING-2024;24,00;13200,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006506;CO001015;CO001015-P01;Island stand for distributor meetings;40800,00;Lost;02/09/2024;13/11/2024;CMP-2025-REF;FOOD-2024;96,00;40800,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006507;CO008934;CO008934-P01;Modular stand with new graphics;120000,00;WON;16/12/2024;02/06/2025;CMP-2025-EVENT;BEAUTY-2025;240,00;120000,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006508;CO006853;CO006853-P01;Stand refurbishment and installation;15600,00;WON;29/01/2025;10/09/2025;CMP-2025-EVENT;PACK-2025;24,00;17160,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006509;CO004772;CO004772-P03;Corner stand with demonstration counter;156000,00;Won;22/05/2025;20/10/2025;CMP-2024-WEB;LIVING-2025;240,00;171600,00;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006510;CO002691;CO002691-P01;Reuse of last edition's stand;40800,00;Won;04/08/2025;11/10/2025;CMP-2026-OUT;FOOD-2025;96,00;40800,00;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006511;CO000610;;Corner stand with demonstration counter;80000,00; lost ;02/11/2025;10/05/2026;;BEAUTY-2026;160,00;80000,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006512;CO008529;CO008529-P01;Reuse of last edition's stand;84000,00;Lost;05/02/2026;26/08/2026;CMP-2025-REF;PACK-2026;;84000,00;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
